PlayerID,First,Last,YearID,G,AB,R,H,2B,3B,HR,AVG,RBI,SB,BB,SO,Season,Ballot
marquru01,Rube,Marquard,1916,536,1107,63,198,17,3,1,0.178861789,64,6,33,191,19,Y
mayerer01,Erskine,Mayer,1916,245,453,39,84,10,7,2,0.185430464,28,0,28,109,10,N
milleot01,Otto,Miller,1916,927,2836,229,695,97,33,5,0.24506347,231,40,104,301,13,N
mollwfr01,Fritz,Mollwitz,1916,534,1740,138,420,50,19,1,0.24137931,158,70,83,132,10,N
nunamle01,Les,Nunamaker,1916,716,1990,194,533,75,30,2,0.267839196,216,36,176,150,13,N
perripo01,Pol,Perritt,1916,257,477,27,72,10,2,0,0.150943396,21,2,10,152,11,N
shottbu01,Burt,Shotton,1916,1387,4945,746,1338,154,65,9,0.27057634,290,293,713,380,14,N
strunam01,Amos,Strunk,1916,1512,4999,696,1418,213,96,15,0.283656731,530,185,573,331,20,N
thomapi01,Pinch,Thomas,1916,481,1035,88,245,27,8,2,0.236714976,102,12,118,82,10,N
vittos01,Ossie,Vitt,1916,1065,3760,560,894,106,48,4,0.237765957,295,114,455,131,10,N
whittpo01,Possum,Whitted,1916,1025,3630,440,978,145,60,23,0.269421488,451,116,215,310,13,N
ainsmed01,Eddie,Ainsmith,1917,1078,3048,299,707,108,54,22,0.231955381,317,86,263,315,17,N
austiji01,Jimmy,Austin,1917,1580,5388,661,1328,174,76,13,0.246473645,390,244,592,363,18,Y
ayersdo01,Doc,Ayers,1917,299,420,20,72,10,2,0,0.171428571,23,1,13,72,10,N
bentoru01,Rube,Benton,1917,437,825,45,142,19,4,1,0.172121212,60,4,22,188,16,N
collish01,Shano,Collins,1917,1799,6390,747,1687,310,133,22,0.26400626,709,225,331,405,16,Y
cutshge01,George,Cutshaw,1917,1516,5621,629,1487,195,89,25,0.264543676,653,271,300,242,12,N
daubeja01,Jake,Daubert,1917,2014,7673,1117,2326,250,165,56,0.303140884,722,251,623,489,15,Y
douglph01,Phil,Douglas,1917,299,559,34,90,8,2,2,0.161001789,35,1,11,115,12,N
fosteed02,Eddie,Foster,1917,1500,5652,732,1490,191,71,6,0.263623496,451,195,528,255,14,Y
hamilea01,Earl,Hamilton,1917,410,733,40,112,14,4,0,0.152796726,30,5,76,165,16,N
harpeha01,Harry,Harper,1917,220,402,19,59,8,0,0,0.146766169,19,3,15,120,10,N
hoopeha01,Harry,Hooper,1917,2309,8785,1429,2466,389,160,75,0.280705748,817,375,1136,412,17,Y
janvrha01,Hal,Janvrin,1917,759,2221,250,515,68,18,6,0.231877533,210,79,171,197,12,N
johnswa01,Walter,Johnson,1917,933,2324,241,547,94,41,24,0.235370052,255,13,110,251,21,Y
mccarle01,Lew,McCarty,1917,532,1479,113,393,47,20,5,0.265720081,137,20,102,109,11,N
murphed02,Eddie,Murphy,1917,761,2373,411,680,66,32,4,0.286557101,195,111,294,145,12,N
olsoniv01,Ivy,Olson,1917,1574,6111,730,1575,191,69,13,0.257731959,446,156,285,222,15,N
roberda01,Dave,Robertson,1917,804,2830,366,812,117,44,47,0.286925795,364,94,113,262,11,Y
rothbr01,Braggo,Roth,1917,811,2831,427,804,138,73,30,0.283998587,422,189,335,389,10,N
rudoldi01,Dick,Rudolph,1917,284,698,46,131,14,6,2,0.187679083,56,9,53,115,13,Y
schupfe01,Ferdie,Schupp,1917,217,319,25,58,10,3,1,0.181818182,19,0,25,104,12,N
